JO_REQST_NO,JO_REGIST_NO,CMPNY_NM,BSNS_SUMRY_CN,RCRIT_JSSFC_CMMN_CODE_SE,JOBCODE_NM,RCRIT_NMPR_CO,ACDMCR_CMMN_CODE_SE,ACDMCR_NM,EMPLYM_STLE_CMMN_CODE_SE,EMPLYM_STLE_CMMN_MM,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,DTY_CN,CAREER_CND_CMMN_CODE_SE,CAREER_CND_NM,HOPE_WAGE,RET_GRANTS_NM,WORK_TIME_NM,WORK_TM_NM,HOLIDAY_NM,WEEK_WORK_HR,JO_FEINSR_SBSCRB_NM,RCEPT_CLOS_NM,RCEPT_MTH_IEM_NM,MODEL_MTH_NM,RCEPT_MTH_NM,PRECENTN_PAPERS_NM,MNGR_NM,MNGR_PHON_NO,MNGR_INSTT_NM,BASS_ADRES_CN,JO_SJ,JO_REG_DT,GUI_LN,latitude,longitude
J321202401160006,DdA3212401162019,다원요양원,노인요양센터,550103,시설 요양보호사(노인요양사),1,J00100,관계없음,J01102,계약직,서울 관악구,구로디지털단지,"[공동생활가정] 요양보호사 업무 
- 근무시간 : 09:00 ~18:00/18:00~09:00(주주야야비비) 
- 급여: 월 2,227,000원 
- 지원방법: 방문 및 이메일(wd10968@naver.com) 
* 워크넷 연동을 위해 주5일 40시간으로 표기함.",J01300,무관,월급 / 222만원 ,퇴직연금,09:00 ~18:00/18:00~09:00(주주야야비비),주간,주5일근무,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,방문 기타  ,,조현숙,02-879-5773,관악구,"서울특별시 관악구 조원중앙로 24  (신림동) 3,5층 (신림동)",[구로디지털단지역 인근] 공동생활가정 요양보호사 채용,2024-01-16,(월급)222만원 / 서울 관악구 / 경력 무관,,
J309202401160004,DdA3092401162033,서울재가복지센터,방문 재가,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 강북구번2동 **아파트(상세 주소 노출 비희망),,"* 번2동 **아파트/3등급 남자(거동 불편, 기저귀 없음)
* 13:00~16:00/주 6일/시급 12,400원
* 일상생활 지원",J01301,신입,시급 / 12400원 ,퇴직금,13:00~16:00,주간,주6일근무,18,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문   ,,박현정,02-901-7249,강북구,서울특별시 금천구 시흥대로136길 27  (독산동) 1층 서울재가복지센터,재가요양보호사 구함(번2동/3등급 남자/오후),2024-01-16,(시급)12400원 / 서울 강북구 / 경력 무관,,
J325202401160008,DdA3252401162065,다사랑방문요양센터,"방문요양, 방문목욕 등 관리 및 운영",231100,사회복지사,1,J00100,관계없음,J01102,계약직,서울 강동구다사랑방문요양센터,,"(암사동)다사랑방문요양센터 수급자 관리 및 방문 모니터링 업무
- 월 2,060,740원
- 09:00~18:00 (주5일) / 휴게시간 12:00~13:00
- 지원조건: 사회복지사2급 이상, 운전면허2종 보통 이상
- 지원방법: 통화 후, 내방 (010-7773-3120)",J01300,무관,시급 / 9860원 ,퇴직금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,기타   ,,이승은,02-3425-5834,강동구,서울특별시 강동구 구천면로47길 29  (암사동) 1층 104호(암사동),(암사동)다사랑방문요양센터 사회복지사 모집,2024-01-16,(시급)9860원 / 서울 강동구 / 경력 무관,,
J322202401160008,DdA3222401162060,케어링 방문요양 강남센터,개인간병 서비스,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 서초구...,청계산입구,"* 신원동  4등급 할머니 케어

* 산책동행, 목욕도움(보조) 등 가사 및 일상생활지원

* 근무시간: 09:00~12:00/주5일

* 시급: 13.000원",J01300,무관,시급 / 13000원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문   ,,이재경,02-2155-6683,서초구,서울특별시 강남구 강남대로 514  (논현동) 두보빌딩 5층,[신원동 4등급 할머니/오전] 재가 요양보호사 구인,2024-01-16,(시급)13000원 / 서울 서초구 / 경력 무관,,
J319202401160009,DdA3192401162046,대한재가복지센터,"방문요양, 방문목욕",232903,장애인 생활지도원(장애인활동보조원 포함),1,J00100,관계없음,J01101,상용직,서울 중구중구 삼성아파트,,"[장애인활동지원사 모집]

직무: 시각장애 남자 대상자
- 60대, 가사지원, 외출지원 등
- 장애인활동지원사 교육 이수자

근무시간: 일6~7시간 협의 / 주5일

시급: 12,400원",J01300,무관,시급 / 12400원 ,퇴직금,일6~7시간 협의,주간,주5일근무,30,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,기타   ,,정재희,02-2670-3796,영등포구,서울특별시 영등포구 당산로29길 5 -1 (당산동3가) 삼일빌딩 504호 대한재가복지센터,장애인활동지원사 모집 - 시각장애인 남자대상자 / 중구 삼성아파트,2024-01-16,(시급)12400원 / 서울 중구 / 경력 무관,,
J302202401160003,DdA3022401162014,예원학교,점심 및 석식 조리,531202,학교 급식 조리사,2,J00100,관계없음,J01102,계약직,서울 중구예원학교 급식실,시청,"1. 조리사(교육공무직원)
-업무: 조리실총괄/급식시설, 설비 및 기구의 세척, 소독/급식실 내 방역활동 및 위생관리/기타 영양사 및 학교장이 지정하는 업무 등
-보건증 및 조리사 자격증 필수(종목 무관)

2. 조리실무사(교육공무직원)
-업무: 배식 등 직접 급식업무 지원(조리보조)/급식시설, 설비 및 기구의 세척, 소독/급식실 내 방역활동 및 위생관리/기타 영양사 및 학교장이 지정하는 업무 등
-보건증 필수
-임금: 조리사 연2,700만원+수당 / 조리원 연2,700만원

* 접수기간: 2024.01.16.~2024.02.01. 12:00
* 근무기간: 2024.03.01.~2025.02.28.(근무평가 후 계약 연장 가능)
* 약 900명의 학교 중식 조리업무(석식 및 방학 급식 있음)
* 주 40시간, 석식 등으로 초과근무를 할 경우 초과수당 별도 지급

※ 기타 자세한 채용관련사항은 첨부된 공고문을 확인해주시기 바랍니다.",J01300,무관,최소연봉 / 2700만원 - 면접 후 협의가능 ,퇴직금,07:30~16:30,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,전자우편   ,,변혜수,02-3396-5694,중구,서울특별시 중구 정동길 25  (정동) 예원학교 급식실,조리사 및 조리원 모집,2024-01-16,(연봉)2700만원 / 서울 중구 / 경력 무관,,
J324202401160009,DdA3242401162055,129재가복지/방문요양센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 송파구,,"4등급할머니케어(오금동) 부부거주, 치매초기 위생관리 및 말벗 일상생활지원
근무시간:09:00~12:00(주5일) 시급:12,500원",J01300,무관,시급 / 12500원 ,퇴직금,09:00~12:00,주간,주5일근무,15,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,방문 팩스 기타 ,,선경덕,02-2147-3681,송파구,서울특별시 동대문구 답십리로48길 64  (답십리동) 1층,[오금동/4등급(할머니)/09:00~12:00] 재가요양보호사 모집,2024-01-16,(시급)12500원 / 서울 송파구 / 경력 무관,,
J316202401160010,DdA3162401162027,투유방문요양복지센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강서구방화2단지,,"-요양보호대상자: 4등급 할머니
-직무내용:일상가사지원, 신체활동지원, 실내운동 지원, 병원 동행
-근로시간: 10:30~13:30(주 5일)
-시급: 12,700원",J01300,무관,시급 / 12700원 ,퇴직금,10;30~13;30,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,서영원,02-2600-6520,강서구,서울특별시 강서구 공항대로 200  (마곡동) 818호,"방화동, 4등급, 오전3시간, 재가 요양보호사 채용",2024-01-16,(시급)12700원 / 서울 강서구 / 경력 무관,,
J305202401160004,DdA3052401162049,(주)우성에이치알,근로자 파견 및 도급 외,26301,총무 및 일반 사무원,1,J00100,관계없음,J01102,계약직,강원특별자치도 영월군현장 감리사무실,,"* 감리사무실 문서작성, 서류관리, 전화응대 등 사무보조 업무
* 월급: 2,061,000원 + 중식제공",J01300,무관,월급 / 206만원 ,해당없음,9:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,전자우편   ,,이선미,02-450-1419,광진구,서울특별시 광진구 아차산로 345  (자양동) 3층 301호,[영월군 하송리] 감리사무실 사무원(기간제10~11개월) 모집,2024-01-16,(월급)206만원 / 강원특별자치도 영월군 / 경력 무관,,
J001202401160014,DdA0022401162009,(주)후파르마,"건강기능식품, 화장품, 의료기기 수입/판매 및 제품 디자인 사업",27200,경리 사무원,1,J00110,대학_대학교,J01101,상용직,서울 송파구1412~1413호,문정,경리 및 일반사무 업무,J01302,경력,최소연봉 / 3000만원 - 면접 후 협의가능 ,퇴직연금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,온라인 팩스 전자우편 ,,황효선,02-731-9508,서울일자리센터 청년일자리센터,서울특별시 송파구 송파대로 167  (문정동) 1412~1413호,경리 및 사무관리,2024-01-16,(연봉)3000만원 / 서울 송파구 / 경력,,
J310202401160002,DdA3102401162027,무지개재가노인복지센터,"재가장기요양(방문요양, 방문목욕)",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 노원구월계 삼창아파트,,"ㅇ 광운대학교옆 월계 삼창아파트 1등급 여자어르신 방문케어
ㅇ 가족동거(근무시간 혼자계셔서 어르신 케어만 집중하시면 됨)
ㅇ 기저귀케어와 욕창관리. 기본와상
ㅇ 9~13시/주6일/12500원+중증수당 별도
ㅇ 연락:  010- 4909- 0087",J01302,경력,시급 / 12500원 ,퇴직금,09:00~13:00,주간,주6일근무,24,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문   ,,김주희,02-2091-2922,도봉구,서울특별시 동대문구 휘경로7길 9  (이문동) 2층 (이문동),"재가 요양보호사 채용(광운대학교, 1등급여자)",2024-01-16,(시급)12500원 / 서울 노원구 / 경력,,
J316202401160009,DdA3162401162025,대성재가복지센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강서구가양7단지,,"-요양보호대상자: 4등급 할아버지
-직무내용:일상가사지원, 신체활동지원
-근로시간: 13:00~16:00 (주 5일)
-시급: 12,200원",J01300,무관,시급 / 12200원 ,퇴직금,13;00~16;00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,서영원,02-2600-6520,강서구,서울특별시 강서구 양천로57길 36  (가양동) (가양5단지),"가양7단지, 4등급, 13~16시, 재가 요양보호사 채용",2024-01-16,(시급)12200원 / 서울 강서구 / 경력 무관,,
J309202401160003,DdA3092401162029,강북실버종합복지센터,노인요양시설,532300,주방 보조원,1,J00100,관계없음,J01102,계약직,서울 강북구.,,"* 센터 내 식사 준비 , 취사보조
* 2교대 근무- 06:00~15:00(A조) ,10:00~19:00(P조) /주말 근무 있음/주 5일이지만 스케줄에 따라 주 6일 근무 하는 경우도 있음
* 연봉 2,600만원
* 경력 및 자격증 무관
* 접수마감 : 2024년 1월 23일 17시까지
* 응시원서 및 자세한 내용 문의 - 02-984-0300(내선 1번)
  자사 양식은 강북실버종합센터 홈페이지에 업로드되어 있음",J01300,무관,최소연봉 / 2600만원 ,퇴직연금,직무내용참조,2교대,기타(2교대),40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 전자우편  ,,노현미,02-901-7247,강북구,서울특별시 강북구 오패산로 290  (미아동) .,강북실버종합복지센터취사보조원 채용공고,2024-01-16,(연봉)2600만원 / 서울 강북구 / 경력 무관,,
J302202401160002,DdA3022401162012,예원학교,점심 및 석식 조리,305000,영양사,1,J00100,관계없음,J01101,상용직,서울 중구예원학교 급식실,시청,"-담당업무: 약 900명분 학교급식 업무(석식, 방학 중 급식 있음), 급식실 운영, 조리종사원 관리, 급식 관련 행정업무, 기타 학교장이 지정하는 업무
-임금: 연 3,300만원~3,800만원
-근무시간: 07:30~16:30(석식 연간 110일 정도 있으며, 인원은 100~200명/ 석식 후 근무 종료는 18:30이며, 초과근무시 수당 지급)
-근무기간: 2024.03.01.~2024.02.29.(근무평가 후 연장 계약 가능)
-접수기간: 2024.01.23.~2024.01.30. 12:00까지

※ 기타 채용관련사항은 첨부된 공고문을 확인해주시기 바랍니다.",J01302,경력,최소연봉 / 3300만원 - 면접 후 협의가능 ,퇴직금,07:30~16:30,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,전자우편   ,,변혜수,02-3396-5694,중구,서울특별시 중구 정동길 25  (정동) 예원학교 급식실,영양사 모집,2024-01-16,(연봉)3300만원 / 서울 중구 / 경력,,
J325202401160006,DdA3252401162056,마을학교사회적협동조합(마을학교지역아동센터),지역아동센터 운영,531203,유치원·어린이집 급식 조리사,1,J00100,관계없음,J01101,상용직,서울 강동구.3층,,"-업무: 지역아동센터 아동(25명) 간식조리 및 설겆이 등
-근무시간: 15-18시(주5일/15-17시근무 가능)
-급 여: 월78만원
-기 타: 자격증 무관하며 가정식조리 가능하신,근거리분 지원희망
-문 의: 010-8469-2584",J01301,신입,월급 / 78만원 ,퇴직연금,15:00-18:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문   ,,김혜영,02-3425-5835,강동구,서울특별시 강동구 풍성로54길 27  (성내동) .3층,지역아동센터 조리원 모집,2024-01-16,(월급)78만원 / 서울 강동구 / 경력 무관,,
J321202401160004,DdA3212401162013,늘푸른 방문요양센터,재가장기요양기관,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 관악구,,"신원동 동부아파트, 사랑나무교회 인근(신원로1길),
3등급 할머니,
요양보호(식사, 청소).
주 5일, 오전 3시간(09:00~12:00).",J01300,무관,시급 / 12700원 ,퇴직금,09:00~12:00,주간,주5일근무,15,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문   ,,오신영,02-879-5774,관악구,서울특별시 관악구 남부순환로 1459  (신림동) 3층,"신원동 동부아파트, 사랑나무교회 인근, 3등급 할머니, 주 5일, 오전 3시간(09:00~12:00)",2024-01-16,(시급)12700원 / 서울 관악구 / 경력 무관,,
J315202401160007,DdA3152401162073,다솜재가복지센터,재가센터 업무,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 양천구목동6단지,,"- 1등급 할머니, 와상상태
- 개인위생, 정리정돈, 비위관, 석션
- 12:00~16:00(시간조율 가능), 주5일, 목동6단지",J01300,무관,시급 / 12500원 ,퇴직금,12:00~16:00,주간,주5일근무,20,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,정은아,02-2620-4641,양천구,"서울특별시 양천구 목동중앙로13가길 11  (목동) 103호, 목동 상일빌딩",[목동6단지/1등급 할머니/12:00~16:00] 요양보호사 구인,2024-01-16,(시급)12500원 / 서울 양천구 / 경력 무관,,
J318202401160003,DdA3182401162034,이화방문요양센터,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 금천구독산동,,"3등급, 남,  와상 상태,    2등급 변경 신청중  
신체, 가사, 정서, 필요함, 아들 거주하지만 아들은 일찍 출근 함. 

2등급 변경시   13-17시, 주6일, @12500",J01301,신입,시급 / 12500원 ,퇴직금,13-16,주간,주6일근무,18,   ,구인 시 까지 (2개월 이내)(2024-03-15),,   ,방문   ,,최태옥,02-2627-1920,금천구,서울특별시 성북구 지봉로23길 36  (보문동2가) 101호 (보문동2가),"독산동]   3등급, 남, 오후 13-17, 주6일 @12500",2024-01-16,(시급)12500원 / 서울 금천구 / 경력 무관,,
J001202401160011,DdA0402401162036,인애재가노인복지센터,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강서구308동,가양,"- 강서구 가양동 강변아파트 4등급 84세 여자어르신
- 방문요양 3시간(09:00~12:00)
- 신체활동지원, 정서지원, 일상생활지원",J01300,무관,시급 / 12400원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),센터 또는 가양동,면접    ,온라인 방문 기타 ,,이유경,02-731-9534,서울일자리센터 취업상담팀,"서울특별시 강동구 양재대로89길 16  (성내동) 성내동, 파크프라자",[가양동] 4등급 여자어르신 요양보호사 채용,2024-01-16,(시급)12400원 / 서울 강서구 / 경력 무관,,
J315202401160004,DdA3152401162062,"목동굿모닝데이케어센터,목동굿모닝방문복지센터",방문요양,550103,시설 요양보호사(노인요양사),1,J00100,관계없음,J01101,상용직,서울 양천구.,,"-데이케어센터 시설 요양보호사 
-08:30~17:30, 주5일
-월 2,060,740원",J01301,신입,월급 / 207만원 ,퇴직금,08:30~17:30,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,기타   ,,이남수,02-2620-4642,양천구,서울특별시 양천구 공항대로 594  (목동) 사라제이빌딩 2층(목동),[목동] 데이케어센터 요양보호사 모집,2024-01-16,(월급)207만원 / 서울 양천구 / 경력 무관,,
J315202401160003,DdA3152401162060,다솜재가복지센터,재가센터 업무,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 양천구한신청구아파트,,"- 1등급 할머니, 와상
- 개인위생, 주변 정리정돈, 비위관
- 16:00~19:00(3시간, 시간 조정가능), 주5일, 목동 한신청구 아파트",J01300,무관,시급 / 12500원 ,퇴직금,16:00~19:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,정은아,02-2620-4641,양천구,"서울특별시 양천구 목동중앙로13가길 11  (목동) 103호, 목동 상일빌딩",[목동/1등급 할머니/16:00~19:00] 요양보호사 구인,2024-01-16,(시급)12500원 / 서울 양천구 / 경력 무관,,
J303202401160006,DdA3032401162037,정나눔실버케어,재가복지,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 마포구마포구민 체육센터 인근_ 상세주소 채용담당자 확인,,"[ 망원동 마포구민 체육센터 인근 ] 1등급 할아버지 케어
 
- 직무내용:  가사도움, 주변정리, 이동도움 등 일상생활지원

- 장기요양급여 적용 근로시간: 1일 4시간 

- 근무시간: 오전이나 오후 시간 협의 가능

- 주5일 근무

- 시급 12,800원",J01300,무관,시급 / 12800원 ,퇴직금,협의가능,주간,주5일근무,20,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,함희영,02-2199-4537,용산구,서울특별시 영등포구 도림로47길 24 -4 (대림동) 1층,[망원동/1등급] 재가요양보호사 모집(시간협의가능),2024-01-16,(시급)12800원 / 서울 마포구 / 경력 무관,,
J321202401160003,DdA3212401162011,구립찬솔어린이집,어린이집,232100,보육 교사,1,J00100,관계없음,J01102,계약직,서울 관악구,,"[구립찬솔어린이집] 청소 및 영아돌봄
- 근무시간 : 16:00~20:30(휴게 30분 포함)
- 급여 : 월 1,035,300원
- 접수방법 : 전자우편(white-pack@hanmail.net)",J01300,무관,월급 / 104만원 ,퇴직금,(오후) 4시 00분 ~ (오후) 8시 30분,주간,주5일근무,20,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,전자우편 기타  ,,조현숙,02-879-5773,관악구,"서울특별시 관악구 법원단지12길 24  (신림동) 107동 101호 (신림동, 찬솔팰리스)",[난곡동 구립찬솔어린이집] 보육도우미 채용(자격증 무관),2024-01-16,(월급)104만원 / 서울 관악구 / 경력 무관,,
J322202401160005,DdA3222401162028,효도사랑노인복지센터,노인복지시설운영업,550104,재가 요양보호사,1,J00100,관계없음,J01103,계약직(시간제),서울 강남구,,"-3등급할머니(독거)

-13:00~16:00(주5일)/시급12600",J01300,무관,시급 / 12600원 ,퇴직연금,13:00~16:00,주간,주5일근무,15,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,심미숙,02-2155-6684,서초구,서울특별시 서초구 신반포로 195  (잠원동) 반포쇼핑 515호 (신반포로 195),요양보호사 모집[3등급/오후/한티역],2024-01-16,(시급)12600원 / 서울 강남구 / 경력 무관,,
J321202401160002,DdA3212401162008,사랑방문요양센터,재가요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 관악구국제산장아파트,,"삼성동 국제산장아파트, 
3등급 할머니, 
요양보호(점심식사 차려 드림, 주변 정리 정돈, 정서 지원, 화장실 이동 도움).
주 6일, 오후 3시간(13:00~16:00).",J01300,무관,시급 / 12600원 ,퇴직금,13:00~16:00,주간,주6일근무,18,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문   ,,오신영,02-879-5774,관악구,서울특별시 관악구 국회단지10길 2  (봉천동) ..,"삼성동 국제산장아파트, 3등급 할머니, 주 6일, 오후 3시간(13:00~16:00).",2024-01-16,(시급)12600원 / 서울 관악구 / 경력 무관,,
J303202401160005,DdA3032401162031,천사랑 노인복지센터,요양시설운영업,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 용산구새마을연립_ 상세주소 채용담당자 확인,,"[ 서부이촌동 새마을연립 거주 ] 4등급 할머니 케어
 
- 직무내용:  가사도움, 주변정리 등 일상생활지원

- 장기요양급여 적용 근로시간: 1일 3시간 

- 근무시간: 10:00~13:00 (09시 출근 또는 오전중으로는 협의 가능)

- 주5일 근무

- 시급 12,400원",J01300,무관,시급 / 12400원 ,퇴직금,10:00~13:00(오전중으로 협의 가능),주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,방문 기타  ,,함희영,02-2199-4537,용산구,서울특별시 용산구 이태원로4길 10  (용산동3가) 2층,[서부이촌동/4등급] 재가요양보호사 모집,2024-01-16,(시급)12400원 / 서울 용산구 / 경력 무관,,
J310202401160001,DdA3102401162013,주식회사 인동,"건물주택관리경비업, 주차장관리업, 건물청소업",561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01105,상용직(시간제),서울 도봉구주공19단지,창동,"ㅇ 창동역1번출구 주공19단지아파트 현관, 복도, 계단 등 공용부분 청소
ㅇ 15층건물. 1라인만 신주있음
ㅇ 주 5일 (월~금)
ㅇ 09:00~15:00 (휴게1.6시간)
ㅇ 월 1,157,318원",J01300,무관,월급 / 116만원 ,퇴직금,09:00~15:00,주간,주5일근무,22,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,방문   ,,김주희,02-2091-2922,도봉구,"서울특별시 노원구 중계로 90  (중계동) 우암타운 207호, 중계본동",창동주공19단지 아파트 미화원 채용,2024-01-16,(월급)116만원 / 서울 도봉구 / 경력 무관,,
J304202401160004,DdA3042401162042,하랑재가복지센터,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 성동구금호벽산아파트,,"금호동 벽산아파트 4등급 할머니 케어
09:00~12:00 주5일
시급 12,400원
문의 010-6568-5780",J01300,무관,시급 / 12400원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),,서류  면접   ,방문 전자우편 기타 ,,김선옥,02-2286-5409,성동구,서울특별시 송파구 마천로39길 101호,금호동 벽산아파트 4등급 할머니 오전 재가요양보호사 모집,2024-01-16,(시급)12400원 / 서울 성동구 / 경력 무관,,
J301202401160001,DdA3012401162008,종로구청,(공원녹지과) 공원 유지 관리,413201,사서,2,J00100,관계없음,J01102,계약직,서울 종로구.,,"○ 종로구립 작은도서관 6개관 운영 지원
 - 자료선정, 수집, 정리, 대출 등 장서 관리 
   및 정보서비스 업무 지원
 - 도서관 독서문화 프로그램 기획 및 운영
 - 작은도서관 운영자 및 봉사자 대상 도서관 
   실무 교육
 - 공공·작은도서관 연계？협력 프로그램 운영 지원
○필수사항
- 「도서관법」에 따른 사서자격증 소지자(준사서 이상) [필수]
   ※ ‘24년 2월 졸업에정자(사서자격증 취득 예정자) 포함: 2월 중 미취득 시 채용 취소
○우대사항
- 작은도서관 순회사서근무 및 도서관 근무 경력자 
- 종로구 거주자(공고일 현재, 주민등록상 거주지)

*자세한 사항은 종로구청 홈페이지 및 첨부파일  참조",J01300,무관,월급 / 207만원 ,해당없음,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-15),접수기간 2024년 1월 11일~1월 18일까지,서류  면접   ,방문   ,,김유진,02-2148-3958,종로구,서울특별시 종로구 삼봉로 43  (수송동) 종로구청 주차관리과,종로구립 작은도서관 순회사서,2024-01-16,(월급)207만원 / 서울 종로구 / 경력 무관,,
J319202401160007,DdA3192401162031,가연재가복지센터,방문요양 방문목욕,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 영등포구,신풍,"근무지 : 신길동
대상자 정보 : 4등급 , 부부, 39년생 두 분 모두, 거동가능
케어내용: 오전 아침식사, 오후 저녁식사 위주, 기타 주변 정리 (집이 좁으심)
장기요양적용 근무시간 : 07:30~10:30, 15:00~18:00/ 토요일은 오전만
시급 :12500원

*중국 교포 우대

전화지원 : 010-6481-9417 센터장

*신풍역-4번 출구-도보9분&#039;",J01300,무관,시급 / 12500원 ,퇴직연금,07:30~10:30/15:00~18:00,주간,주6일근무,33,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),사무실,서류  면접   ,기타   ,,정재희,02-2670-3796,영등포구,서울특별시 영등포구 대림로31길 40  (대림동) 상가동 202호,"재가요양보호사 - 신길동, 4등급 부부 케어,오전,오후",2024-01-16,(시급)12500원 / 서울 영등포구 / 경력 무관,,
J315202401160002,DdA3152401162048,행복한복지센터,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 양천구,,"-요양보호대상자: 3등급 할아버지
-직무내용: 일상생활 지원, 기저귀 케어 없음
-근무시간: 08:30~11:30
-급여: 시급 12,300원",J01300,무관,시급 / 12300원 ,퇴직금,08:30~11:30,주간,주6일근무,18,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-15),,면접    ,기타   ,,박정현,02-2620-4632,양천구,서울특별시 양천구 곰달래로1길 25  (신월동) (행복한복지센터),[신정동]08:30~11:30/3등급 할아버지/요양보호사 구인,2024-01-16,(시급)12300원 / 서울 양천구 / 경력 무관,,
